bus,scenario,timepoint,local_marginal_price_USDperMWh
399,1,2035-01-01T00:00:00.000000-0800,76.81453798648788
400,1,2035-01-01T00:00:00.000000-0800,76.87002461480354
401,1,2035-01-01T00:00:00.000000-0800,77.223868339487
402,1,2035-01-01T00:00:00.000000-0800,76.86257894196395
403,1,2035-01-01T00:00:00.000000-0800,76.81487021545114
404,1,2035-01-01T00:00:00.000000-0800,76.85375196846358
405,1,2035-01-01T00:00:00.000000-0800,76.96358957782512
406,1,2035-01-01T00:00:00.000000-0800,76.82314745699202
407,1,2035-01-01T00:00:00.000000-0800,77.2182485134639
408,1,2035-01-01T00:00:00.000000-0800,76.7953528470513
409,1,2035-01-01T00:00:00.000000-0800,76.84893530134421
410,1,2035-01-01T00:00:00.000000-0800,76.86410531775059
411,1,2035-01-01T00:00:00.000000-0800,76.8534678874502
412,1,2035-01-01T00:00:00.000000-0800,76.88814197360792
413,1,2035-01-01T00:00:00.000000-0800,76.84017577023106
414,1,2035-01-01T00:00:00.000000-0800,76.82649179904894
415,1,2035-01-01T00:00:00.000000-0800,77.19517346077383
416,1,2035-01-01T00:00:00.000000-0800,76.83844010917727
417,1,2035-01-01T00:00:00.000000-0800,76.87689799059062
418,1,2035-01-01T00:00:00.000000-0800,76.85650342709503
419,1,2035-01-01T00:00:00.000000-0800,76.84891709436295
420,1,2035-01-01T00:00:00.000000-0800,77.1951734607743
421,1,2035-01-01T00:00:00.000000-0800,76.86412116997079
422,1,2035-01-01T00:00:00.000000-0800,76.88004265643103
423,1,2035-01-01T00:00:00.000000-0800,76.84152080554513
424,1,2035-01-01T00:00:00.000000-0800,76.79385437062528
425,1,2035-01-01T00:00:00.000000-0800,76.79523469592986
426,1,2035-01-01T00:00:00.000000-0800,76.86275888713776
427,1,2035-01-01T00:00:00.000000-0800,76.85748074423033
428,1,2035-01-01T00:00:00.000000-0800,83.18127354172772
429,1,2035-01-01T00:00:00.000000-0800,76.82971313505077
430,1,2035-01-01T00:00:00.000000-0800,76.83728485016667
431,1,2035-01-01T00:00:00.000000-0800,76.84829490633247
432,1,2035-01-01T00:00:00.000000-0800,77.22361729692261
433,1,2035-01-01T00:00:00.000000-0800,76.81762588517196
434,1,2035-01-01T00:00:00.000000-0800,76.86853937287792
435,1,2035-01-01T00:00:00.000000-0800,76.8852768119584
436,1,2035-01-01T00:00:00.000000-0800,76.8621741021678
437,1,2035-01-01T00:00:00.000000-0800,76.8449409070252
438,1,2035-01-01T00:00:00.000000-0800,76.81423055072192
439,1,2035-01-01T00:00:00.000000-0800,76.89628642195557
440,1,2035-01-01T00:00:00.000000-0800,76.84918053579543
441,1,2035-01-01T00:00:00.000000-0800,76.85537751469785
442,1,2035-01-01T00:00:00.000000-0800,76.8210101522631
443,1,2035-01-01T00:00:00.000000-0800,76.83510376080348
444,1,2035-01-01T00:00:00.000000-0800,76.89265535749993
445,1,2035-01-01T00:00:00.000000-0800,76.81934373037092
446,1,2035-01-01T00:00:00.000000-0800,76.83643713793012
447,1,2035-01-01T00:00:00.000000-0800,76.8412691658213
448,1,2035-01-01T00:00:00.000000-0800,77.23283913559494
