generator,scenario,Capacity_MW
3771,sc1,0.0
3772,sc1,0.0
3773,sc1,0.0
3774,sc1,0.0
3775,sc1,0.0
3776,sc1,0.0
3777,sc1,0.0
3778,sc1,0.0
3779,sc1,0.0
3780,sc1,0.0
3781,sc1,0.0
3782,sc1,0.0
3783,sc1,0.0
3784,sc1,0.0
3785,sc1,0.0
3786,sc1,0.0
3787,sc1,0.0
3788,sc1,0.0
3789,sc1,0.0
3790,sc1,0.0
3791,sc1,0.0
3792,sc1,0.0
3793,sc1,0.0
3794,sc1,0.0
3795,sc1,0.0
3796,sc1,0.0
3797,sc1,0.0
3798,sc1,0.0
3799,sc1,0.0
3800,sc1,0.0
3801,sc1,0.0
3802,sc1,0.0
3803,sc1,0.0
3804,sc1,0.0
3805,sc1,0.0
3806,sc1,0.0
3807,sc1,0.0
3808,sc1,0.0
3809,sc1,0.0
3810,sc1,0.0
3811,sc1,0.0
3812,sc1,0.0
3813,sc1,0.0
3814,sc1,0.0
3815,sc1,0.0
3816,sc1,0.0
3817,sc1,0.0
3818,sc1,0.0
3819,sc1,0.0
3820,sc1,0.0
3821,sc1,0.0
3822,sc1,0.0
3823,sc1,0.0
3824,sc1,0.0
3825,sc1,0.0
3826,sc1,0.0
3827,sc1,0.0
3828,sc1,0.0
3829,sc1,0.0
3830,sc1,0.0
3831,sc1,0.0
3832,sc1,0.0
3833,sc1,0.0
3834,sc1,0.0
3835,sc1,0.0
3836,sc1,0.0
3837,sc1,0.0
3838,sc1,0.0
3839,sc1,0.0
3840,sc1,0.0
3841,sc1,0.0
3842,sc1,0.0
3843,sc1,0.0
3844,sc1,0.0
3845,sc1,0.0
3846,sc1,0.0
3847,sc1,0.0
3848,sc1,0.0
3849,sc1,0.0
3850,sc1,0.0
3851,sc1,0.0
3852,sc1,0.0
3853,sc1,0.0
3854,sc1,0.0
3855,sc1,0.0
3856,sc1,0.0
3857,sc1,0.0
3858,sc1,0.0
3859,sc1,0.0
3860,sc1,0.0
3861,sc1,0.0
3862,sc1,0.0
3863,sc1,0.0
3864,sc1,0.0
3865,sc1,0.0
3866,sc1,0.0
3867,sc1,0.0
3868,sc1,0.0
3869,sc1,0.0
3870,sc1,0.0
3871,sc1,0.0
3872,sc1,0.0
3873,sc1,0.0
3874,sc1,0.0
3875,sc1,0.0
3876,sc1,0.0
3877,sc1,0.0
3878,sc1,0.0
3879,sc1,0.0
3880,sc1,0.0
3881,sc1,0.0
3882,sc1,0.0
3883,sc1,0.0
3884,sc1,0.0
3885,sc1,0.0
3886,sc1,0.0
3887,sc1,0.0
3888,sc1,0.0
3889,sc1,0.0
3890,sc1,0.0
3891,sc1,0.0
3892,sc1,0.0
