generator,scenario,timepoint,Dispatch_MW
cats_537,sc1,2035-01-01T15:00:00.000000-0800,0.389
cats_537,sc1,2035-01-01T16:00:00.000000-0800,0.374
cats_537,sc1,2035-01-01T17:00:00.000000-0800,0.393
cats_537,sc1,2035-01-01T18:00:00.000000-0800,0.407
cats_537,sc1,2035-01-01T19:00:00.000000-0800,0.205
cats_537,sc1,2035-01-01T20:00:00.000000-0800,0.341
cats_537,sc1,2035-01-01T21:00:00.000000-0800,0.272
cats_537,sc1,2035-01-01T22:00:00.000000-0800,0.324
cats_537,sc1,2035-01-01T23:00:00.000000-0800,0.33
cats_538,sc1,2035-01-01T00:00:00.000000-0800,0.0
cats_538,sc1,2035-01-01T01:00:00.000000-0800,0.0
cats_538,sc1,2035-01-01T02:00:00.000000-0800,0.0
cats_538,sc1,2035-01-01T03:00:00.000000-0800,0.0
cats_538,sc1,2035-01-01T04:00:00.000000-0800,0.0
cats_538,sc1,2035-01-01T05:00:00.000000-0800,0.0
cats_538,sc1,2035-01-01T06:00:00.000000-0800,0.0
cats_538,sc1,2035-01-01T07:00:00.000000-0800,0.0
cats_538,sc1,2035-01-01T08:00:00.000000-0800,0.0
cats_538,sc1,2035-01-01T09:00:00.000000-0800,0.0
cats_538,sc1,2035-01-01T10:00:00.000000-0800,0.0
cats_538,sc1,2035-01-01T11:00:00.000000-0800,1.564
cats_538,sc1,2035-01-01T12:00:00.000000-0800,8.8366
cats_538,sc1,2035-01-01T13:00:00.000000-0800,11.0262
cats_538,sc1,2035-01-01T14:00:00.000000-0800,5.7867999999999995
cats_538,sc1,2035-01-01T15:00:00.000000-0800,0.8602
cats_538,sc1,2035-01-01T16:00:00.000000-0800,4.457400000000001
cats_538,sc1,2035-01-01T17:00:00.000000-0800,6.8816
cats_538,sc1,2035-01-01T18:00:00.000000-0800,2.5806
cats_538,sc1,2035-01-01T19:00:00.000000-0800,0.3128
cats_538,sc1,2035-01-01T20:00:00.000000-0800,3.2062000000000004
cats_538,sc1,2035-01-01T21:00:00.000000-0800,1.6422
cats_538,sc1,2035-01-01T22:00:00.000000-0800,0.8602
cats_538,sc1,2035-01-01T23:00:00.000000-0800,4.6138
cats_539,sc1,2035-01-01T00:00:00.000000-0800,0.0
cats_539,sc1,2035-01-01T01:00:00.000000-0800,0.0
cats_539,sc1,2035-01-01T02:00:00.000000-0800,0.0
cats_539,sc1,2035-01-01T03:00:00.000000-0800,0.0575
cats_539,sc1,2035-01-01T04:00:00.000000-0800,0.0
cats_539,sc1,2035-01-01T05:00:00.000000-0800,0.0
cats_539,sc1,2035-01-01T06:00:00.000000-0800,0.0
cats_539,sc1,2035-01-01T07:00:00.000000-0800,0.0
cats_539,sc1,2035-01-01T08:00:00.000000-0800,0.0
cats_539,sc1,2035-01-01T09:00:00.000000-0800,0.0
cats_539,sc1,2035-01-01T10:00:00.000000-0800,0.0
cats_539,sc1,2035-01-01T11:00:00.000000-0800,1.3800000000000001
cats_539,sc1,2035-01-01T12:00:00.000000-0800,4.83
cats_539,sc1,2035-01-01T13:00:00.000000-0800,6.4975000000000005
cats_539,sc1,2035-01-01T14:00:00.000000-0800,4.0825
cats_539,sc1,2035-01-01T15:00:00.000000-0800,2.415
cats_539,sc1,2035-01-01T16:00:00.000000-0800,4.1975
cats_539,sc1,2035-01-01T17:00:00.000000-0800,6.3825
cats_539,sc1,2035-01-01T18:00:00.000000-0800,5.0024999999999995
cats_539,sc1,2035-01-01T19:00:00.000000-0800,1.1500000000000001
cats_539,sc1,2035-01-01T20:00:00.000000-0800,4.83
cats_539,sc1,2035-01-01T21:00:00.000000-0800,3.91
cats_539,sc1,2035-01-01T22:00:00.000000-0800,4.944999999999999
cats_539,sc1,2035-01-01T23:00:00.000000-0800,11.385
cats_540,sc1,2035-01-01T00:00:00.000000-0800,0.0
cats_540,sc1,2035-01-01T01:00:00.000000-0800,0.0
cats_540,sc1,2035-01-01T02:00:00.000000-0800,0.0
cats_540,sc1,2035-01-01T03:00:00.000000-0800,0.0
cats_540,sc1,2035-01-01T04:00:00.000000-0800,0.0
cats_540,sc1,2035-01-01T05:00:00.000000-0800,0.0
cats_540,sc1,2035-01-01T06:00:00.000000-0800,0.0
cats_540,sc1,2035-01-01T07:00:00.000000-0800,0.0
cats_540,sc1,2035-01-01T08:00:00.000000-0800,0.0
cats_540,sc1,2035-01-01T09:00:00.000000-0800,0.0
cats_540,sc1,2035-01-01T10:00:00.000000-0800,0.0
cats_540,sc1,2035-01-01T11:00:00.000000-0800,0.0
cats_540,sc1,2035-01-01T12:00:00.000000-0800,0.0
cats_540,sc1,2035-01-01T13:00:00.000000-0800,0.0
cats_540,sc1,2035-01-01T14:00:00.000000-0800,0.0
cats_540,sc1,2035-01-01T15:00:00.000000-0800,0.0
cats_540,sc1,2035-01-01T16:00:00.000000-0800,0.0
cats_540,sc1,2035-01-01T17:00:00.000000-0800,0.0
cats_540,sc1,2035-01-01T18:00:00.000000-0800,0.0
cats_540,sc1,2035-01-01T19:00:00.000000-0800,0.0
cats_540,sc1,2035-01-01T20:00:00.000000-0800,0.0
cats_540,sc1,2035-01-01T21:00:00.000000-0800,0.0
cats_540,sc1,2035-01-01T22:00:00.000000-0800,0.9449
cats_540,sc1,2035-01-01T23:00:00.000000-0800,3.7796
cats_541,sc1,2035-01-01T00:00:00.000000-0800,0.0
cats_541,sc1,2035-01-01T01:00:00.000000-0800,0.0
cats_541,sc1,2035-01-01T02:00:00.000000-0800,0.0
cats_541,sc1,2035-01-01T03:00:00.000000-0800,0.0
cats_541,sc1,2035-01-01T04:00:00.000000-0800,0.0
cats_541,sc1,2035-01-01T05:00:00.000000-0800,0.0
cats_541,sc1,2035-01-01T06:00:00.000000-0800,0.0
cats_541,sc1,2035-01-01T07:00:00.000000-0800,0.0
cats_541,sc1,2035-01-01T08:00:00.000000-0800,0.0
cats_541,sc1,2035-01-01T09:00:00.000000-0800,0.0
cats_541,sc1,2035-01-01T10:00:00.000000-0800,0.0
cats_541,sc1,2035-01-01T11:00:00.000000-0800,0.0
cats_541,sc1,2035-01-01T12:00:00.000000-0800,0.0
cats_541,sc1,2035-01-01T13:00:00.000000-0800,0.0
cats_541,sc1,2035-01-01T14:00:00.000000-0800,0.0
cats_541,sc1,2035-01-01T15:00:00.000000-0800,0.0
cats_541,sc1,2035-01-01T16:00:00.000000-0800,0.0
cats_541,sc1,2035-01-01T17:00:00.000000-0800,0.0
cats_541,sc1,2035-01-01T18:00:00.000000-0800,0.0
cats_541,sc1,2035-01-01T19:00:00.000000-0800,0.0
cats_541,sc1,2035-01-01T20:00:00.000000-0800,0.0
cats_541,sc1,2035-01-01T21:00:00.000000-0800,0.0
cats_541,sc1,2035-01-01T22:00:00.000000-0800,0.0
cats_541,sc1,2035-01-01T23:00:00.000000-0800,0.0
cats_542,sc1,2035-01-01T00:00:00.000000-0800,0.0
cats_542,sc1,2035-01-01T01:00:00.000000-0800,0.0
cats_542,sc1,2035-01-01T02:00:00.000000-0800,0.0
cats_542,sc1,2035-01-01T03:00:00.000000-0800,13.125000000000007
cats_542,sc1,2035-01-01T04:00:00.000000-0800,4.650000000000002
cats_542,sc1,2035-01-01T05:00:00.000000-0800,0.22499999999999998
cats_542,sc1,2035-01-01T06:00:00.000000-0800,0.5249999999999999
cats_542,sc1,2035-01-01T07:00:00.000000-0800,0.375
cats_542,sc1,2035-01-01T08:00:00.000000-0800,0.0
cats_542,sc1,2035-01-01T09:00:00.000000-0800,0.0
cats_542,sc1,2035-01-01T10:00:00.000000-0800,0.30000000000000004
cats_542,sc1,2035-01-01T11:00:00.000000-0800,0.75
cats_542,sc1,2035-01-01T12:00:00.000000-0800,5.100000000000001
cats_542,sc1,2035-01-01T13:00:00.000000-0800,6.600000000000001
cats_542,sc1,2035-01-01T14:00:00.000000-0800,4.725000000000001
cats_542,sc1,2035-01-01T15:00:00.000000-0800,1.2750000000000004
cats_542,sc1,2035-01-01T16:00:00.000000-0800,0.22499999999999998
cats_542,sc1,2035-01-01T17:00:00.000000-0800,0.0
cats_542,sc1,2035-01-01T18:00:00.000000-0800,0.0
cats_542,sc1,2035-01-01T19:00:00.000000-0800,0.0
cats_542,sc1,2035-01-01T20:00:00.000000-0800,0.0
cats_542,sc1,2035-01-01T21:00:00.000000-0800,0.0
cats_542,sc1,2035-01-01T22:00:00.000000-0800,0.0
cats_542,sc1,2035-01-01T23:00:00.000000-0800,0.0
cats_543,sc1,2035-01-01T00:00:00.000000-0800,0.0
cats_543,sc1,2035-01-01T01:00:00.000000-0800,0.0
cats_543,sc1,2035-01-01T02:00:00.000000-0800,0.0
cats_543,sc1,2035-01-01T03:00:00.000000-0800,5.022500000000001
cats_543,sc1,2035-01-01T04:00:00.000000-0800,1.779399999999999
cats_543,sc1,2035-01-01T05:00:00.000000-0800,0.08609999999999995
cats_543,sc1,2035-01-01T06:00:00.000000-0800,0.20089999999999986
cats_543,sc1,2035-01-01T07:00:00.000000-0800,0.14349999999999996
cats_543,sc1,2035-01-01T08:00:00.000000-0800,0.0
cats_543,sc1,2035-01-01T09:00:00.000000-0800,0.0
cats_543,sc1,2035-01-01T10:00:00.000000-0800,0.11480000000000001
cats_543,sc1,2035-01-01T11:00:00.000000-0800,0.2869999999999999
cats_543,sc1,2035-01-01T12:00:00.000000-0800,1.9515999999999991
cats_543,sc1,2035-01-01T13:00:00.000000-0800,2.5256000000000007
cats_543,sc1,2035-01-01T14:00:00.000000-0800,1.8080999999999996
cats_543,sc1,2035-01-01T15:00:00.000000-0800,0.4878999999999998
cats_543,sc1,2035-01-01T16:00:00.000000-0800,0.08609999999999995
cats_543,sc1,2035-01-01T17:00:00.000000-0800,0.0
cats_543,sc1,2035-01-01T18:00:00.000000-0800,0.0
cats_543,sc1,2035-01-01T19:00:00.000000-0800,0.0
cats_543,sc1,2035-01-01T20:00:00.000000-0800,0.0
cats_543,sc1,2035-01-01T21:00:00.000000-0800,0.0
cats_543,sc1,2035-01-01T22:00:00.000000-0800,0.0
cats_543,sc1,2035-01-01T23:00:00.000000-0800,0.0
cats_544,sc1,2035-01-01T00:00:00.000000-0800,0.0
cats_544,sc1,2035-01-01T01:00:00.000000-0800,0.0
cats_544,sc1,2035-01-01T02:00:00.000000-0800,0.0
cats_544,sc1,2035-01-01T03:00:00.000000-0800,17.325000000000003
cats_544,sc1,2035-01-01T04:00:00.000000-0800,6.137999999999998
cats_544,sc1,2035-01-01T05:00:00.000000-0800,0.29699999999999993
cats_544,sc1,2035-01-01T06:00:00.000000-0800,0.6930000000000001
cats_544,sc1,2035-01-01T07:00:00.000000-0800,0.4949999999999999
cats_544,sc1,2035-01-01T08:00:00.000000-0800,0.0
cats_544,sc1,2035-01-01T09:00:00.000000-0800,0.0
cats_544,sc1,2035-01-01T10:00:00.000000-0800,0.396
cats_544,sc1,2035-01-01T11:00:00.000000-0800,0.9899999999999998
cats_544,sc1,2035-01-01T12:00:00.000000-0800,6.731999999999999
cats_544,sc1,2035-01-01T13:00:00.000000-0800,8.712
cats_544,sc1,2035-01-01T14:00:00.000000-0800,6.237
cats_544,sc1,2035-01-01T15:00:00.000000-0800,1.6829999999999998
cats_544,sc1,2035-01-01T16:00:00.000000-0800,0.29699999999999993
cats_544,sc1,2035-01-01T17:00:00.000000-0800,0.0
cats_544,sc1,2035-01-01T18:00:00.000000-0800,0.0
cats_544,sc1,2035-01-01T19:00:00.000000-0800,0.0
cats_544,sc1,2035-01-01T20:00:00.000000-0800,0.0
cats_544,sc1,2035-01-01T21:00:00.000000-0800,0.0
cats_544,sc1,2035-01-01T22:00:00.000000-0800,0.0
cats_544,sc1,2035-01-01T23:00:00.000000-0800,0.0
cats_545,sc1,2035-01-01T00:00:00.000000-0800,0.0
cats_545,sc1,2035-01-01T01:00:00.000000-0800,0.0
cats_545,sc1,2035-01-01T02:00:00.000000-0800,0.0
cats_545,sc1,2035-01-01T03:00:00.000000-0800,22.522499999999997
cats_545,sc1,2035-01-01T04:00:00.000000-0800,7.979399999999999
cats_545,sc1,2035-01-01T05:00:00.000000-0800,0.3861
cats_545,sc1,2035-01-01T06:00:00.000000-0800,0.9008999999999998
cats_545,sc1,2035-01-01T07:00:00.000000-0800,0.6435
cats_545,sc1,2035-01-01T08:00:00.000000-0800,0.0
cats_545,sc1,2035-01-01T09:00:00.000000-0800,0.0
cats_545,sc1,2035-01-01T10:00:00.000000-0800,0.5147999999999999
cats_545,sc1,2035-01-01T11:00:00.000000-0800,1.287
cats_545,sc1,2035-01-01T12:00:00.000000-0800,8.7516
cats_545,sc1,2035-01-01T13:00:00.000000-0800,11.325599999999998
cats_545,sc1,2035-01-01T14:00:00.000000-0800,8.108099999999999
cats_545,sc1,2035-01-01T15:00:00.000000-0800,2.1879
